,px,py,pz,qw,qx,qy,qz,sx,sy,sz,color_a,color_g,color_b,color_a,prefab
6,4.481,-0.459,1.124,0.669,0,0,0.743,0.5,0.7,0.7,0,1,1,1,RPGGate
