,px,py,pz,qw,qx,qy,qz,sx,sy,sz,color_a,color_g,color_b,color_a,prefab
1,-0.695,-0.889,3.534,0.963,0,0,-0.269,0.5,0.7,0.7,0,0,0,1,RPGGate
