,px,py,pz,qw,qx,qy,qz,sx,sy,sz,color_a,color_g,color_b,color_a,prefab
7,-1.942,6.827,1.115,-0.26,0,0,0.965,0.5,0.7,0.7,1,1,0,1,RPGGate
