,px,py,pz,qw,qx,qy,qz,sx,sy,sz,color_a,color_g,color_b,color_a,prefab
3,8.9,-3.811,1.121,-0.4383,0,0,0.8988,0.5,0.7,0.7,0,1,0,1,Cube
