,t,px,py,pz,qw,qx,qy,qz,vx,vy,vz,omex,omey,omez,accx,accy,accz,taux,tauy,tauz,jerkx,jerky,jerkz,snapx,snapy,snapz,bomex,bomey,bomez,baccx,baccy,baccz,mot1,mot2,mot3,mot4,motdex1,motdex2,motdex3,motdex4,f1,f2,f3,f4
1,0.02,-5.831683017978332,3.3846433970004695,0.47286813246834947,1.0,1.2165270103623684e-27,5.303110032292305e-28,3.800941958135414e-28,-2.179782825712783e-25,-3.4129344392143555e-26,-0.09757584519572364,-4.141282798647678e-26,2.3232383638905356e-26,-9.193392323964714e-27,6.188438374608807e-26,1.3151740059805933e-26,-9.713603135827475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.117176802945016,10.0,4.702999631642943,0.3262844985941935
2,0.03,-5.83168265700554,3.3846422571388155,0.47188869311374637,0.9999773292188688,0.006365941996031183,0.002173743006023235,-0.00030111815778404794,0.00019625281145637768,-0.0006023532532842847,-0.06285824258429698,3.4351899278176536,1.280156727014371,-0.16786988921827178,0.07004263897220585,-0.20761030808164796,8.971326949801226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2300.097486095877,666.544746090502,1646.6903543757112,0.0,2102.9495774720763,1115.8059324741394,1534.180281836576,14.117176802945016,10.0,4.702999631642943,0.3262844985941935
3,0.04,-5.831672509307488,3.384614334392417,0.47159803899276553,0.9994037651561808,0.0319173948079634,0.013107615681212914,-0.001258773798390542,0.002323071313780718,-0.006107919685045633,-0.0021409965621789354,6.463832740068742,2.9354162802369994,-0.17184768136474649,0.3548999310646157,-0.8711793310008947,4.568401124090919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.53096022190022,1702.8322351776262,1120.3154665401962,1531.8755935870945,512.14062969704,1605.0875632653979,1153.7304187963828,1515.2955324415643,14.117176802945016,10.0,4.702999631642943,0.3262844985941935
4,0.05,-5.831623493494626,3.384492140365576,0.4717882983319431,0.9971723375841325,0.0688223702960793,0.03013125971928141,-0.00170812515805475,0.00825816136736647,-0.020021658310520454,0.03960936292146084,8.124165850304015,3.797251113129735,-0.028936040838316794,0.8116724911854797,-1.8643798433670178,4.065837577553244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852.5678007608473,1472.2790770833442,1219.9676525901414,1435.0092217092274,940.9238943426994,1435.533206229706,1233.1720156059405,1413.8606575693327,14.117176802945016,10.0,4.702999631642943,0.3262844985941935
5,0.060000000000000005,-5.831490049433138,3.3841766123819035,0.4723837575852865,0.992477125817634,0.11168104265373126,0.050145798778123155,-0.0013777900593528868,0.019348664954539588,-0.045050529863297224,0.07903490560001698,8.997536628525324,4.238169238650793,0.12210724025937801,1.3594071508732202,-3.038481111707805,3.809507422385658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1063.2268369548724,1376.4998908482785,1247.864613851051,1370.2797982538439,1105.7668661200182,1356.666915831585,1252.2724604042057,1354.3842668982463,18.042117957073867,4.348405962091849,1.501362191420303,0.05489037396527585
6,0.07,-5.831217615266919,3.3835508253544164,0.4733568419232593,0.9849205438256077,0.15751696890323766,0.0715530638688725,-0.0002931020011289521,0.03609895251485711,-0.08214585815737095,0.1148246960945006,9.461681038302038,4.466950429518408,0.2655993431733105,1.9349028072178296,-4.260336821891822,3.364150317388875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1170.3247285155837,1331.5494830745583,1252.376445165002,1324.0603851570647,1193.3741469887912,1323.2782994577562,1251.8180646213607,1312.8414835004905,23.470229343687624,6.1889405920747045,2.1112642833816864,0.017746357719172552
7,0.08,-5.830729577202868,3.382450535069555,0.4747786788796826,0.9759805159668993,0.19842300474549926,0.08993887923588773,0.0011582929444124853,0.06324376538744815,-0.1417053312122978,0.1731466284173724,7.021030396164697,3.0043662235105635,0.3084910720790956,3.021633395704895,-6.635183876660094,5.925432786252488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1780.6040761090787,994.2390983459725,1516.185714940686,1259.4780825062364,1587.0586195302624,1344.1565014843493,1473.6351526281405,1329.0442513500545,25.983384948053146,5.799033233540486,2.1662890621847004,0.12799768131445902
8,0.09,-5.8299116261753685,3.3806241905532253,0.47691777522656303,0.9672791705185136,0.23173505930890315,0.10326624675004203,0.002439436466695744,0.1028621782875733,-0.22932029063120488,0.26137213955430055,6.721152688148874,2.62554024028267,0.3327112751169573,4.521048330508578,-10.059756467816955,10.006643059779552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1761.7008582072647,1550.8428663406307,1600.944457281058,1581.5459058266777,1785.4793375304225,1558.8979665711538,1629.8522408066278,1573.2395662480135,26.914461972963025,4.982472314528894,1.9424028240802562,0.2331285309920469
9,0.09999999999999999,-5.828630924562328,3.37776625712847,0.48008352419315503,0.9579230786414501,0.2629761027822759,0.11495134285229669,0.003624023728667483,0.15493200765531148,-0.34628646349797076,0.37353178101968704,6.261384063305812,2.405305318472713,0.34285489950484427,5.5835606056223455,-12.625106516458818,11.392589812782239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1792.2379018826234,1694.3846600473964,1709.7527710166894,1681.2381850240045,1789.6234545095926,1706.7980187319931,1707.4773106661407,1693.889167196879,27.81024761212547,3.944501935527973,1.5666125312906505,0.339782897509201
10,0.10999999999999999,-5.8267870397277,3.373633952430726,0.48439202267564113,0.9483193668231731,0.2914311449675842,0.1254369241702081,0.004883063146898771,0.21492476819860845,-0.4828983422694705,0.4875934192656498,5.6386810527517435,2.1724444969855643,0.3593488098637527,6.258838977292763,-14.321505895353138,11.147147398052281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1825.1046525296551,1706.9200367598978,1771.5540813964044,1707.2858503492196,1805.6050811212492,1731.999138025238,1758.9843036360348,1724.2496841860384,28.87750000631646,2.7301941257566535,1.0932206630392294,0.4286622856781325
