,t,px,py,pz,qw,qx,qy,qz,vx,vy,vz,omex,omey,omez,accx,accy,accz,taux,tauy,tauz,jerkx,jerky,jerkz,snapx,snapy,snapz,bomex,bomey,bomez,baccx,baccy,baccz,mot1,mot2,mot3,mot4,motdex1,motdex2,motdex3,motdex4,f1,f2,f3,f4
1,0.02,-5.807669145967758,3.102958042416333,0.4984122933083769,1.0,1.2165270103623684e-27,5.303110032292305e-28,3.800941958135414e-28,-2.180962948194835e-25,-3.42201964213072e-26,-0.09797725679521012,-4.141282798647678e-26,2.3232383638905356e-26,-9.193392323964714e-27,5.007256263825908e-26,4.143794909345756e-27,-9.789743129156495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.589821003714647,9.374648135561657,4.527894675437698,0.3497002880540374
2,0.03,-5.80766894982837,3.1029571267017775,0.4973311904617944,0.9999796222480861,0.0061976950386251626,0.0015152348574472064,-0.00021846764086808142,0.00011042653952126007,-0.0004915708903844991,-0.08804267148186966,3.3003247558186826,0.954381645512957,-0.12092196588399548,0.041252036296244375,-0.17296430537049046,6.207144867881042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2354.9915018443544,1019.769708898601,1613.1287270088285,0.0,2203.5244369900443,1440.3491266243693,1484.3758214388272,13.589821003714647,9.374648135561657,4.527894675437698,0.3497002880540374
3,0.04,-5.807662260630607,3.1029331027705185,0.4967032522495816,0.999480554874802,0.030430602692617253,0.010572835087831288,-0.0009022223270679991,0.0016242207516811143,-0.005356426747013293,-0.04158571465096066,6.10375391459966,2.536701857987164,-0.1323725768134862,0.26993719533619454,-0.7876417805921477,3.8026563652516496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.2458852437453,1827.1019919965204,1356.151429475488,1558.4583754472128,738.4087530642934,1732.7979070302606,1373.3453561293163,1554.6129410871988,13.589821003714647,9.374648135561657,4.527894675437698,0.3497002880540374
4,0.05,-5.807625526878126,3.1028235968310334,0.49647197477247185,0.9975476693580738,0.0651344818887782,0.025581806938066238,-0.0013106414990957567,0.006395112447552378,-0.018107286434863357,-0.004871735333115064,7.625384358629596,3.4006538992698876,-0.06929487943687355,0.6655537446399913,-1.7093927260481319,3.625041220786463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,977.0147150724453,1616.1868217804297,1416.5930214322116,1503.0189588717867,1055.0144064185,1575.7395785955568,1423.364863631493,1492.9021349989368,13.589821003714647,9.374648135561657,4.527894675437698,0.3497002880540374
5,0.060000000000000005,-5.807519293738794,3.102536894868718,0.4966014962908515,0.9934697011221402,0.10534253022665561,0.04380778659621011,-0.0013349574047676217,0.015663908371000918,-0.04103252132265296,0.03043562921874702,8.436372716809908,3.890834529376874,-0.008387697584239476,1.1493967688576812,-2.7832095443010085,3.4294078358058435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1165.638772206109,1505.6882464021162,1432.1398033684036,1472.817096007359,1203.236596593797,1481.8059164246004,1434.6741747363646,1465.9187794755624,17.613073556287624,3.053410362610135,1.3577425613281466,0.1923663439966474
6,0.07,-5.807295262068182,3.101965884268831,0.49707132261059367,0.9868792616078182,0.14833325619634513,0.06376177202729855,-0.0010022686945088577,0.030017455500800844,-0.07505496680161515,0.06293748010368481,8.870356358128733,4.168994497993555,0.04770021319604134,1.6728208271251308,-3.9124005959801504,3.0815688037837825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1260.1565700042022,1444.2717895769772,1435.2622357778137,1454.5008091884274,1280.1086895613664,1431.3152345148408,1435.2312215570203,1450.3464138030317,22.51301285802441,4.283972592948137,2.1533381785172354,0.10979502861977339
7,0.08,-5.80688496156574,3.1009608389758716,0.49795545663183594,0.9792154664499557,0.18555588912680335,0.08188979575825933,-0.00037898051118489905,0.053763988836100146,-0.12966164183887138,0.11832226821019606,6.105190352074136,3.0414984565520733,0.06269309183886343,2.7127340440285392,-6.166498062603207,5.934507897573924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1963.487481478035,982.5020866749633,1665.7287614984855,1523.2915515611073,1782.6509609480024,1344.279876885057,1613.352190547854,1608.4460906004042,24.719384297362925,4.018932205324162,2.2511165994818905,0.1696259892919757
8,0.09,-5.806180329878443,3.0992874528339205,0.49954557814379674,0.972325767470389,0.21323308381533437,0.09546819920930728,0.00027716322602186467,0.08939272785761176,-0.20982898997389202,0.20600302909079132,5.331431742016448,2.663403724014961,0.08716919560454223,4.067768369920927,-9.09393965220623,9.90526227736302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1913.8931630014024,1644.89264113042,1841.1767629882547,1749.525649792555,1934.1673611682313,1656.2788339406588,1842.6667183480417,1768.0244797510004,25.365735162486057,3.3642493046480206,2.11499219207436,0.22583633966539246
9,0.09999999999999999,-5.805059279118385,3.096684501447815,0.5021516430055891,0.9654156880237305,0.23739722555579668,0.10776792807879396,0.0010864132185695748,0.136397666161423,-0.3139858676697123,0.3172051503114234,4.703247372763212,2.4794646543242393,0.10093122666540003,5.071348607661729,-11.157716147285335,11.397029879453846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1941.6585198732269,1810.1873131131254,1920.448530917553,1863.161542267251,1935.4298648242673,1827.5555613480813,1917.682748885752,1875.324698501043,26.073800563363978,2.4920035884848026,1.843698608634621,0.27121818072819587
10,0.10999999999999999,-5.803427043144285,3.092958463692187,0.5058992276086424,0.958643822919371,0.2584390820424395,0.11919235377909533,0.0021081869447276253,0.19114661940458855,-0.43324070348490706,0.43210952090111654,4.063036014893725,2.320290931814726,0.11770692626116944,5.750006761835069,-12.419237856559128,11.359747852057566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1963.836815610372,1835.8889570736062,1953.5209696843692,1893.521129842437,1945.9394102368385,1858.7774890815783,1943.413197495976,1906.5678745786774,26.982553897420992,1.467994051440705,1.4547322497543056,0.304273746924867
