,px,py,pz,qw,qx,qy,qz,sx,sy,sz,color_r,color_g,color_b,color_a
1,-6.12504335971086,3.96552392448914,0.530346580528528,1,1.21652701036237E-27,5.30311003229231E-28,3.80094195813541E-28,1,1,1,0,0,1,0.5
2,-6.12504287911888,3.96552263867547,0.529362439779671,0.999971998933573,0.00688515957669369,0.00289700552548355,-0.000450871802490078,1,1,1,0,0,1,0.5
3,-6.12502827775366,3.96549103483974,0.529147607639721,0.999284160952917,0.0331171114916089,0.0181746669842324,-0.00202585169470824,1,1,1,0,0,1,0.5
4,-6.12495925843483,3.96536010561667,0.529454291626347,0.996599813133574,0.0707090150257849,0.04215671895172,-0.00344364682194445,1,1,1,0,0,1,0.5
5,-6.12477919261909,3.96504127064296,0.530089802416812,0.990901247695384,0.114271258093209,0.0709845661095784,-0.00424125733263958,1,1,1,0,0,1,0.5
6,-6.12441591253861,3.96442384159024,0.531010605803616,0.981713836676714,0.160579363803992,0.102139032155953,-0.00445296620644834,1,1,1,0,0,1,0.5
7,-6.12376817576176,3.96335240667187,0.532270549984592,0.970206867899235,0.204723475328608,0.129475765055998,-0.00479149180291362,1,1,1,0,0,1,0.5
8,-6.12267338136672,3.96155990718799,0.534132040219443,0.957051004227682,0.247723177590189,0.150496342473244,-0.00611992594570579,1,1,1,0,0,1,0.5
9,-6.12090490473372,3.95863479204332,0.536978449066413,0.941240004620999,0.29195603514275,0.169604160946813,-0.00795963782559776,1,1,1,0,0,1,0.5
10,-6.11828209941157,3.95420291777368,0.540947113053137,0.923575982449881,0.334606783398533,0.186943629891674,-0.00988859890726086,1,1,1,0,0,1,0.5
11,-6.11467526888949,3.94795696296776,0.545996807437796,0.905358855563778,0.373520981139778,0.201663305332164,-0.0118038376442023,1,1,1,0,0,1,0.5
12,-6.10997936091412,3.93962061368026,0.552032030157364,0.888061206688698,0.407146853838051,0.213052112564619,-0.0136941562771734,1,1,1,0,0,1,0.5
13,-6.10410616909576,3.9289374732857,0.558950440120785,0.872654172541877,0.435135040073035,0.221110360204142,-0.0155692214411893,1,1,1,0,0,1,0.5
14,-6.09700284202224,3.91571174792356,0.56663142761822,0.860090003927422,0.456995434807096,0.226053175678836,-0.0173297280738519,1,1,1,0,0,1,0.5
15,-6.08866702096381,3.89984979325813,0.57493375520234,0.851509663645345,0.47191486596738,0.227748695985763,-0.0189257357681643,1,1,1,0,0,1,0.5
16,-6.0791288796409,3.88133169548375,0.583737940142642,0.847245564599446,0.480071756988097,0.226479071455488,-0.0203295745550137,1,1,1,0,0,1,0.5
17,-6.06843961256784,3.86019228186536,0.592961182335798,0.847002147876866,0.482138107122323,0.222870723165354,-0.0214207354736398,1,1,1,0,0,1,0.5
18,-6.05668606091942,3.83656100035986,0.602527661263338,0.850278162238337,0.478743603719914,0.217593960332694,-0.0220108415241284,1,1,1,0,0,1,0.5
19,-6.0439525997885,3.81058018645965,0.612400134833615,0.856386984888389,0.470634509120255,0.211238658559852,-0.0219708913962234,1,1,1,0,0,1,0.5
20,-6.03024740346733,3.78223090856524,0.622666199033185,0.864595259284687,0.458619997864349,0.20417865848447,-0.0213028308173397,1,1,1,0,0,1,0.5
21,-6.01556284741759,3.75147234745027,0.633460152750343,0.874152683505821,0.443546769100415,0.196780540451257,-0.0200192017789272,1,1,1,0,0,1,0.5
22,-5.9999367783991,3.71838895714235,0.644865221644919,0.884347416947395,0.426286804564308,0.189421217382328,-0.0181330857335334,1,1,1,0,0,1,0.5
23,-5.98340648862213,3.68307982984186,0.65696804941459,0.894590564677769,0.407664892787784,0.182403212004969,-0.0156883723854632,1,1,1,0,0,1,0.5
24,-5.96599549467474,3.64562590151226,0.669875077971109,0.904433425399102,0.388421877645402,0.17597221088963,-0.0127438213218398,1,1,1,0,0,1,0.5
25,-5.94772446980908,3.60611471699111,0.68368904965049,0.913542114861062,0.369242786290233,0.170331353715534,-0.0093701168208799,1,1,1,0,0,1,0.5
26,-5.92861342437191,3.56464357156882,0.698499345037139,0.921691557058627,0.35074151241198,0.165629575938195,-0.00564877795052427,1,1,1,0,0,1,0.5
27,-5.90867925089183,3.5213115436479,0.714382757350371,0.928760588015125,0.333413409635559,0.161976949187889,-0.00165419369299561,1,1,1,0,0,1,0.5
28,-5.88793476079408,3.47621534924895,0.73140286030057,0.934713978650596,0.31761977814967,0.159439540551887,0.00254706731973633,1,1,1,0,0,1,0.5
29,-5.8663889453123,3.42944815200827,0.749607853265051,0.939581613894309,0.303576627253799,0.158050606234583,0.00690131044471577,1,1,1,0,0,1,0.5
30,-5.84404665065163,3.38109758876324,0.769030822561224,0.943421244007935,0.291407418224673,0.157825573486854,0.0113649158244531,1,1,1,0,0,1,0.5
31,-5.82090797522053,3.33124370821525,0.78969146177839,0.946303528913899,0.281174064248541,0.158739292790278,0.0158938253262728,1,1,1,0,0,1,0.5
